TITLU_RAPORT,ANEXA,COD_ORDONATOR,ORDONATOR,CAPITOL,SUBCAPITOL,PARAGRAF,GRUPA,ARTICOL,ALINEAT,DENUMIRE,PROGRAM_2025,ESTIMARI2026,ESTIMARI2027,ESTIMARI2028
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,71,,,TITLUL XV ACTIVE NEFINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,71,,,I.Credite de angajament,174.178,70.100,70.100,70.100
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,71,,,II.Credite bugetare,130.624,70.100,70.100,70.100
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,79,,,OPERATIUNI FINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,79,,,I.Credite de angajament,1.000,1.000,1.000,1.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,79,,,II.Credite bugetare,1.000,1.000,1.000,1.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,80,,,TITLUL XVIII IMPRUMUTURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,80,,,I.Credite de angajament,1.000,1.000,1.000,1.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,80,,,II.Credite bugetare,1.000,1.000,1.000,1.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,01,,,,, Administratie centrala,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,01,,,,,II.Credite bugetare,209.779,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,02,,,,, Servicii publice descentralizate,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,02,,,,,II.Credite bugetare,1.320.000,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,03,,,,, Agricultura,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,03,,,,,II.Credite bugetare,5.570.486,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,03,02,,,,"  Imbunatatiri funciare, irigatii, desecari si combaterea eroziunii solului",,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,03,02,,,,II.Credite bugetare,1.724.400,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,03,03,,,,  Protectia plantelor si carantina fitosanitara,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,03,03,,,,II.Credite bugetare,84.000,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,03,04,,,,  Programe pentru sprijinirea producatorilor agricoli,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,03,04,,,,II.Credite bugetare,3.596.857,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,03,05,,,,  Reproductia si selectia animalelor,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,03,05,,,,II.Credite bugetare,55.000,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,03,30,,,,  Alte cheltuieli in domeniul agriculturii,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,03,30,,,,II.Credite bugetare,110.229,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,04,,,,, Sivilcultura,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,04,,,,,II.Credite bugetare,378.423,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,50,,,,," Alte cheltuieli in domeniul agriculturii, silviculturii, pisciculturii si vanatorii",,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,50,,,,,II.Credite bugetare,18.532.261,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,,,,,,TRANSPORTURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,,,,,,I.Credite de angajament,148.071.202,19.811.685,9.997.236,10.511.542
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,,,,,,II.Credite bugetare,42.380.811,42.388.417,32.342.053,29.034.721
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,01,,,CHELTUIELI CURENTE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,01,,,I.Credite de angajament,145.942.483,19.677.262,9.859.396,10.371.005
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,01,,,II.Credite bugetare,40.252.092,42.253.994,32.204.213,28.894.184
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,10,,,TITLUL I CHELTUIELI DE PERSONAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,10,,,I.Credite de angajament,65.550,68.828,72.269,77.328
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,10,,,II.Credite bugetare,65.550,68.828,72.269,77.328
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,20,,,TITLUL II BUNURI SI SERVICII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,20,,,I.Credite de angajament,13.297,13.736,14.148,14.573
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,20,,,II.Credite bugetare,13.297,13.736,14.148,14.573
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,30,,,TITLUL III DOBANZI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,30,,,I.Credite de angajament,11.000,11.000,11.000,11.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,30,,,II.Credite bugetare,11.000,11.000,11.000,11.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,40,,,TITLUL IV SUBVENTII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,40,,,I.Credite de angajament,3.700.000,3.300.000,3.400.000,3.500.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,40,,,II.Credite bugetare,3.700.000,3.300.000,3.400.000,3.500.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,51,,,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,51,,,I.Credite de angajament,7.770.457,4.467.188,4.464.850,4.464.850
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,51,,,II.Credite bugetare,5.044.935,4.496.935,4.496.935,4.496.935
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,55,,,TITLUL VII ALTE TRANSFERURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,55,,,I.Credite de angajament,3.720.105,1.995.089,1.217.517,1.129.323
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,55,,,II.Credite bugetare,685.890,772.666,792.755,808.610
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,56,,,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,56,,,I.Credite de angajament,116.896.404,8.942.150,190.562,88.076
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,56,,,II.Credite bugetare,15.209.738,18.518.167,19.742.913,17.635.275
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,58,,,TITLUL X PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE AFERENTE CADRULUI FINANCIAR 2014-2020 SI DIN FONDUL DE MODERNIZARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,58,,,I.Credite de angajament,3.951.980,723.989,437.053,1.032.867
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,58,,,II.Credite bugetare,1.674.988,1.245.564,437.053,1.032.867
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,59,,,TITLUL XI  ALTE CHELTUIELI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,59,,,I.Credite de angajament,52.916,50.651,51.949,52.988
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,59,,,II.Credite bugetare,54.205,50.632,51.949,52.988
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,60,,,TITLUL XII PROIECTE CU FINANTARE DIN SUMELE REPREZENTAND ASISTENTA FINANCIARA NERAMBURSABILA AFERENTA PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,60,,,I.Credite de angajament,3.839.729,4.439,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,60,,,II.Credite bugetare,6.374.624,7.592.333,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,61,,,TITLUL XIII PROIECTE CU FINANTARE DIN SUMELE AFERENTE COMPONENTEI DE IMPRUMUT A PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,61,,,I.Credite de angajament,2.389.010,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,61,,,II.Credite bugetare,6.911.165,5.984.133,2.985.191,1.064.608
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,65,,,TITLUL XIV CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,65,,,I.Credite de angajament,3.532.035,100.192,48,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,65,,,II.Credite bugetare,506.700,200.000,200.000,200.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,70,,,CHELTUIELI DE CAPITAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,70,,,I.Credite de angajament,2.001.000,3.000,3.000,3.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,70,,,II.Credite bugetare,2.001.000,3.000,3.000,3.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,71,,,TITLUL XV ACTIVE NEFINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,71,,,I.Credite de angajament,1.000,3.000,3.000,3.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,71,,,II.Credite bugetare,1.000,3.000,3.000,3.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,72,,,TITLUL XVI ACTIVE FINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,72,,,I.Credite de angajament,2.000.000,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,72,,,II.Credite bugetare,2.000.000,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,79,,,OPERATIUNI FINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,79,,,I.Credite de angajament,127.719,131.423,134.840,137.537
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,79,,,II.Credite bugetare,127.719,131.423,134.840,137.537
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,81,,,TITLUL XIX RAMBURSARI DE CREDITE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,81,,,I.Credite de angajament,127.719,131.423,134.840,137.537
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,  ,  ,81,,,II.Credite bugetare,127.719,131.423,134.840,137.537
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,01,,,,, Administratie centrala,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,01,,,,,II.Credite bugetare,2.972.897,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,03,,,,, Transport rutier,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,03,,,,,II.Credite bugetare,19.479.291,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,03,01,,,,  Drumuri si poduri,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,03,01,,,,II.Credite bugetare,19.479.291,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,04,,,,, Transport feroviar,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,04,,,,,II.Credite bugetare,18.767.404,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,04,01,,,,  Transport pe cale ferata,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,04,01,,,,II.Credite bugetare,16.374.604,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,04,02,,,,  Transport cu metroul,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,04,02,,,,II.Credite bugetare,2.392.800,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,05,,,,, Transport pe apa,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,05,,,,,II.Credite bugetare,860.509,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,06,,,,, Transport aerian,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,06,,,,,II.Credite bugetare,288.550,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,06,02,,,,  Aviatia civila,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,06,02,,,,II.Credite bugetare,288.550,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,50,,,,, Alte cheltuieli in domeniul transporturilor,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8401,50,,,,,II.Credite bugetare,12.160,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,,,,,,COMUNICATII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,,,,,,I.Credite de angajament,887.981,557.079,219.355,223.446
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,,,,,,II.Credite bugetare,745.443,699.617,219.355,223.446
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,01,,,CHELTUIELI CURENTE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,01,,,I.Credite de angajament,885.931,530.350,191.478,194.398
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,01,,,II.Credite bugetare,743.393,672.888,191.478,194.398
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,10,,,TITLUL I CHELTUIELI DE PERSONAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,10,,,I.Credite de angajament,22.732,61.375,63.997,66.667
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,10,,,II.Credite bugetare,22.732,61.375,63.997,66.667
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,20,,,TITLUL II BUNURI SI SERVICII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,20,,,I.Credite de angajament,1.587,8.661,8.927,9.324
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,20,,,II.Credite bugetare,1.587,8.661,8.927,9.324
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,51,,,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,51,,,I.Credite de angajament,95.335,69.000,69.000,69.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,51,,,II.Credite bugetare,95.335,69.000,69.000,69.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,55,,,TITLUL VII ALTE TRANSFERURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,55,,,I.Credite de angajament,47.648,47.654,47.659,48.415
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,55,,,II.Credite bugetare,47.648,47.654,47.659,48.415
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,56,,,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,56,,,I.Credite de angajament,6.850,4.247,1.363,438
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,56,,,II.Credite bugetare,6.850,4.247,1.363,438
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,58,,,TITLUL X PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE AFERENTE CADRULUI FINANCIAR 2014-2020 SI DIN FONDUL DE MODERNIZARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,58,,,I.Credite de angajament,4.683,1.441,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,58,,,II.Credite bugetare,4.683,1.441,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,59,,,TITLUL XI  ALTE CHELTUIELI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,59,,,I.Credite de angajament,487,510,532,554
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,59,,,II.Credite bugetare,487,510,532,554
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,60,,,TITLUL XII PROIECTE CU FINANTARE DIN SUMELE REPREZENTAND ASISTENTA FINANCIARA NERAMBURSABILA AFERENTA PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,60,,,I.Credite de angajament,642.538,157.462,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,60,,,II.Credite bugetare,500.000,300.000,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,61,,,TITLUL XIII PROIECTE CU FINANTARE DIN SUMELE AFERENTE COMPONENTEI DE IMPRUMUT A PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,61,,,I.Credite de angajament,64.071,180.000,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,61,,,II.Credite bugetare,64.071,180.000,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,70,,,CHELTUIELI DE CAPITAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,70,,,I.Credite de angajament,2.050,26.729,27.877,29.048
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,70,,,II.Credite bugetare,2.050,26.729,27.877,29.048
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,71,,,TITLUL XV ACTIVE NEFINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,71,,,I.Credite de angajament,2.050,26.729,27.877,29.048
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,  ,  ,71,,,II.Credite bugetare,2.050,26.729,27.877,29.048
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,01,,,,, Comunicatii,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8501,01,,,,,II.Credite bugetare,745.443,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8601,,,,,,CERCETARE SI DEZVOLTARE IN DOMENIUL ECONOMIC,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8601,,,,,,I.Credite de angajament,440.229,540.415,543.680,563.704
BUGETUL DE STAT,Anexa nr.1,00,Total,8601,,,,,,II.Credite bugetare,500.229,585.415,593.680,653.704
BUGETUL DE STAT,Anexa nr.1,00,Total,8601,  ,  ,01,,,CHELTUIELI CURENTE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8601,  ,  ,01,,,I.Credite de angajament,440.229,540.415,543.680,563.704
BUGETUL DE STAT,Anexa nr.1,00,Total,8601,  ,  ,01,,,II.Credite bugetare,500.229,585.415,593.680,653.704
BUGETUL DE STAT,Anexa nr.1,00,Total,8601,  ,  ,51,,,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8601,  ,  ,51,,,I.Credite de angajament,320.000,341.815,325.720,324.448
BUGETUL DE STAT,Anexa nr.1,00,Total,8601,  ,  ,51,,,II.Credite bugetare,380.000,386.815,375.720,414.448
BUGETUL DE STAT,Anexa nr.1,00,Total,8601,  ,  ,55,,,TITLUL VII ALTE TRANSFERURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8601,  ,  ,55,,,I.Credite de angajament,105.000,198.600,217.960,239.256
BUGETUL DE STAT,Anexa nr.1,00,Total,8601,  ,  ,55,,,II.Credite bugetare,105.000,198.600,217.960,239.256
BUGETUL DE STAT,Anexa nr.1,00,Total,8601,  ,  ,61,,,TITLUL XIII PROIECTE CU FINANTARE DIN SUMELE AFERENTE COMPONENTEI DE IMPRUMUT A PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8601,  ,  ,61,,,I.Credite de angajament,15.229,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8601,  ,  ,61,,,II.Credite bugetare,15.229,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8601,02,,,,," Cercetare si dezvoltare in domeniul agriculturii, silviculturii, pisciculturii si vanatorii",,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8601,02,,,,,II.Credite bugetare,395.229,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8601,03,,,,, Cercetare si dezvoltare in domeniul combustibilului si energiei,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8601,03,,,,,II.Credite bugetare,105.000,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8701,,,,,,ALTE ACTIUNI ECONOMICE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8701,,,,,,I.Credite de angajament,26.803,26.803,26.803,26.803
BUGETUL DE STAT,Anexa nr.1,00,Total,8701,,,,,,II.Credite bugetare,26.803,26.803,26.803,26.803
BUGETUL DE STAT,Anexa nr.1,00,Total,8701,  ,  ,01,,,CHELTUIELI CURENTE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8701,  ,  ,01,,,I.Credite de angajament,26.803,26.803,26.803,26.803
BUGETUL DE STAT,Anexa nr.1,00,Total,8701,  ,  ,01,,,II.Credite bugetare,26.803,26.803,26.803,26.803
BUGETUL DE STAT,Anexa nr.1,00,Total,8701,  ,  ,20,,,TITLUL II BUNURI SI SERVICII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8701,  ,  ,20,,,I.Credite de angajament,16.803,16.803,16.803,16.803
BUGETUL DE STAT,Anexa nr.1,00,Total,8701,  ,  ,20,,,II.Credite bugetare,16.803,16.803,16.803,16.803
BUGETUL DE STAT,Anexa nr.1,00,Total,8701,  ,  ,51,,,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8701,  ,  ,51,,,I.Credite de angajament,10.000,10.000,10.000,10.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8701,  ,  ,51,,,II.Credite bugetare,10.000,10.000,10.000,10.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8701,04,,,,, Turism,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8701,04,,,,,II.Credite bugetare,26.803,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,9901,,,,,,DEFICIT,-142.229.947,-137.297.372,-137.984.298,-132.284.830
